,max_attempts,max_iters,restart,accuracy_train,accuracy_test,train_time
25,1.0,1400.0,20.0,0.6177725681049321,0.6336088154269972,0.34513333400172996
26,1.0,1400.0,40.0,0.6084717193898748,0.6349862258953168,0.7719969579993631
27,1.0,1400.0,60.0,0.6064039408866995,0.6308539944903582,0.9757243750027556
28,1.0,1600.0,0.0,0.5864294616891209,0.6157024793388429,0.01477504099966609
29,1.0,1600.0,20.0,0.6177725681049321,0.6336088154269972,0.40019337500052643
30,1.0,1600.0,40.0,0.6084717193898748,0.6349862258953168,0.6598947499987844
31,1.0,1600.0,60.0,0.6064039408866995,0.6308539944903582,1.174352458998328
32,1.0,1800.0,0.0,0.5864294616891209,0.6157024793388429,0.015010874998552026
33,1.0,1800.0,20.0,0.6177725681049321,0.6336088154269972,0.3429408330011938
34,1.0,1800.0,40.0,0.6084717193898748,0.6349862258953168,0.7704687500008731
35,1.0,1800.0,60.0,0.6064039408866995,0.6308539944903582,1.2242237089994887
36,1.0,2000.0,0.0,0.5864294616891209,0.6157024793388429,0.012090999996871687
37,1.0,2000.0,20.0,0.6177725681049321,0.6336088154269972,0.3283801659999881
38,1.0,2000.0,40.0,0.6084717193898748,0.6349862258953168,0.6617491670003801
39,1.0,2000.0,60.0,0.6064039408866995,0.6308539944903582,1.2535003329976462
40,5.0,200.0,0.0,0.6367173126001543,0.6570247933884298,0.4362196670008416
41,5.0,200.0,20.0,0.652552080242151,0.6597796143250688,5.54024895800103
42,5.0,200.0,40.0,0.6852715294676243,0.7052341597796143,11.586080749999383
43,5.0,200.0,60.0,0.6883583595465607,0.6873278236914601,20.536389875000168
44,5.0,400.0,0.0,0.6377583239361386,0.6652892561983471,0.5343637920013862
45,5.0,400.0,20.0,0.652552080242151,0.6597796143250688,5.660480792001181
46,5.0,400.0,40.0,0.6859594041189387,0.699724517906336,12.43367920899982
47,5.0,400.0,60.0,0.6866312540803607,0.6639118457300276,19.567015249998803
48,5.0,600.0,0.0,0.6336209864086889,0.6294765840220385,0.41255995800020173
49,5.0,600.0,20.0,0.6604730251053474,0.6584022038567493,5.59485124999992
50,5.0,600.0,40.0,0.685615763546798,0.696969696969697,11.50340425000104
51,5.0,600.0,60.0,0.7000587571962728,0.6804407713498623,19.86141249999855
52,5.0,800.0,0.0,0.6435984331414328,0.6267217630853994,0.5423000000009779
53,5.0,800.0,20.0,0.6604730251053474,0.6584022038567493,5.258450624998659
54,5.0,800.0,40.0,0.685615763546798,0.696969696969697,12.29146816699722
55,5.0,800.0,60.0,0.7000587571962728,0.6804407713498623,19.715660333000415
56,5.0,1000.0,0.0,0.6435984331414328,0.6267217630853994,0.5318350420020579
57,5.0,1000.0,20.0,0.6604730251053474,0.6584022038567493,5.314636125000106
58,5.0,1000.0,40.0,0.685615763546798,0.696969696969697,12.084713292002562
59,5.0,1000.0,60.0,0.7000587571962728,0.6804407713498623,20.504775625002367
60,5.0,1200.0,0.0,0.6435984331414328,0.6267217630853994,0.5046500419994118
61,5.0,1200.0,20.0,0.6604730251053474,0.6584022038567493,5.569488624998485
62,5.0,1200.0,40.0,0.685615763546798,0.696969696969697,11.443110374999378
63,5.0,1200.0,60.0,0.7000587571962728,0.6804407713498623,19.81749020799907
64,5.0,1400.0,0.0,0.6435984331414328,0.6267217630853994,0.47605470800044714
65,5.0,1400.0,20.0,0.6604730251053474,0.6584022038567493,5.575410000001284
66,5.0,1400.0,40.0,0.685615763546798,0.696969696969697,12.638937874999101
67,5.0,1400.0,60.0,0.7000587571962728,0.6804407713498623,19.17841383400082
68,5.0,1600.0,0.0,0.6435984331414328,0.6267217630853994,0.6021888749965001
69,5.0,1600.0,20.0,0.6604730251053474,0.6584022038567493,5.555966833999264
70,5.0,1600.0,40.0,0.685615763546798,0.696969696969697,12.050427707999916
71,5.0,1600.0,60.0,0.7000587571962728,0.6804407713498623,19.892929457997525
72,5.0,1800.0,0.0,0.6435984331414328,0.6267217630853994,0.5917983750005078
73,5.0,1800.0,20.0,0.6604730251053474,0.6584022038567493,4.98745350000172
74,5.0,1800.0,40.0,0.685615763546798,0.696969696969697,11.935259958001552
75,5.0,1800.0,60.0,0.7000587571962728,0.6804407713498623,19.224579249999806
76,5.0,2000.0,0.0,0.6435984331414328,0.6267217630853994,0.5973244169981626
77,5.0,2000.0,20.0,0.6604730251053474,0.6584022038567493,5.304961582998658
78,5.0,2000.0,40.0,0.685615763546798,0.696969696969697,12.3735480419964
79,5.0,2000.0,60.0,0.7000587571962728,0.6804407713498623,19.454092207997746
80,10.0,200.0,0.0,0.6866484657843195,0.699724517906336,1.478442666000774
81,10.0,200.0,20.0,0.7031782301620274,0.696969696969697,26.908666375002213
82,10.0,200.0,40.0,0.6983381803074366,0.6873278236914601,50.68750249999721
83,10.0,200.0,60.0,0.7072930144222209,0.7231404958677686,71.45761812500132
84,10.0,400.0,0.0,0.7375903614457832,0.7341597796143251,2.3281366670016723
85,10.0,400.0,20.0,0.7510344827586206,0.7520661157024794,43.337619540998276
86,10.0,400.0,40.0,0.7668793400201792,0.7823691460055097,84.19341054199685
87,10.0,400.0,60.0,0.7672206065641878,0.7727272727272727,124.21540433399787
88,10.0,600.0,0.0,0.7138405840109205,0.7052341597796143,1.9738050829982967
89,10.0,600.0,20.0,0.7871885571844026,0.7851239669421488,63.48059195899987
90,10.0,600.0,40.0,0.802004273250638,0.8071625344352618,128.4186210000007
91,10.0,600.0,60.0,0.7975280432073121,0.7975206611570248,168.80327695899905
92,10.0,800.0,0.0,0.7706362395394386,0.6928374655647382,4.4887181669982965
93,10.0,800.0,20.0,0.8336815241260608,0.8484848484848485,77.0325536670025
94,10.0,800.0,40.0,0.8322927176687044,0.8278236914600551,148.11606883299828
95,10.0,800.0,60.0,0.8343711792984747,0.8292011019283747,244.1444545000013
96,10.0,1000.0,0.0,0.7834233485666806,0.8388429752066116,4.919851958002255
97,10.0,1000.0,20.0,0.84710071814351,0.8567493112947658,90.2366192499976
98,10.0,1000.0,40.0,0.8484930856430649,0.8484848484848485,169.0700994580002
99,10.0,1000.0,60.0,0.8505472134844798,0.8457300275482094,265.86052333300177
100,10.0,1200.0,0.0,0.7692640512790078,0.696969696969697,10.465593500000978
101,10.0,1200.0,20.0,0.8598528102558015,0.8429752066115702,96.66515741599869
102,10.0,1200.0,40.0,0.8619205887589768,0.8608815426997245,189.3801414590016
103,10.0,1200.0,60.0,0.8694931449937682,0.859504132231405,294.65080062500056
104,10.0,1400.0,0.0,0.7317342275505965,0.6983471074380165,2.48484825000196
105,10.0,1400.0,20.0,0.8729354857855066,0.8539944903581267,102.76005204200192
106,10.0,1400.0,40.0,0.8681191762122381,0.8760330578512396,196.3232117080006
107,10.0,1400.0,60.0,0.8811941361505135,0.8677685950413223,296.8746765420001
108,10.0,1600.0,0.0,0.7589637367202802,0.8057851239669421,4.027423999999883
109,10.0,1600.0,20.0,0.8774129028428987,0.871900826446281,102.84718687499844
110,10.0,1600.0,40.0,0.8770751973410885,0.8787878787878788,208.58621854199737
111,10.0,1600.0,60.0,0.8818861653510593,0.8732782369146006,332.33256666700254
112,10.0,1800.0,0.0,0.7437925099412428,0.699724517906336,3.5974050410004565
113,10.0,1800.0,20.0,0.8880817852691555,0.8539944903581267,117.98568912499832
114,10.0,1800.0,40.0,0.8746649652798386,0.8801652892561983,222.2284915420023
115,10.0,1800.0,60.0,0.8905003264288682,0.8774104683195593,337.9293845409993
116,10.0,2000.0,0.0,0.7589637367202802,0.8057851239669421,3.7911848750009085
117,10.0,2000.0,20.0,0.8832625081607217,0.8705234159779615,96.87037962500108
118,10.0,2000.0,40.0,0.8880906878746513,0.8870523415977961,193.48718683400148
119,10.0,2000.0,60.0,0.8901531248145291,0.8829201101928374,267.4523935420002
120,20.0,200.0,0.0,0.6893987773755119,0.6942148760330579,1.386991957999271
121,20.0,200.0,20.0,0.7007656240726453,0.6928374655647382,28.567926292002085
122,20.0,200.0,40.0,0.7072906403940886,0.7079889807162535,52.41661670800022
123,20.0,200.0,60.0,0.6979986942845272,0.699724517906336,81.64785933299936
124,20.0,400.0,0.0,0.7413775298237284,0.7617079889807162,2.465639417001512
125,20.0,400.0,20.0,0.7499994064929669,0.7506887052341598,54.29535175000274
126,20.0,400.0,40.0,0.7668716244287495,0.7672176308539945,116.84121312500065
127,20.0,400.0,60.0,0.7716938690723485,0.7796143250688705,164.32430387500426
128,20.0,600.0,0.0,0.7768686568935842,0.778236914600551,4.446547999999893
129,20.0,600.0,20.0,0.7964828773220962,0.7947658402203857,85.71874945799937
130,20.0,600.0,40.0,0.8068211763309396,0.7961432506887053,162.82899424999778
131,20.0,600.0,60.0,0.8133681524126061,0.8112947658402204,245.47708987499936
132,20.0,800.0,0.0,0.8033764615110689,0.8223140495867769,5.557696542004123
133,20.0,800.0,20.0,0.8405626446673393,0.8292011019283747,116.94489699999394
134,20.0,800.0,40.0,0.8381607217045521,0.8333333333333334,223.24845570799516
135,20.0,800.0,60.0,0.8378069915128494,0.8402203856749312,332.6950920830059
136,20.0,1000.0,0.0,0.8309074722535463,0.803030303030303,7.170462541005691
137,20.0,1000.0,20.0,0.862257700753754,0.8539944903581267,142.88807495799847
138,20.0,1000.0,40.0,0.8605400914000831,0.8567493112947658,286.3736570830006
139,20.0,1000.0,60.0,0.864668526322037,0.8705234159779615,415.3451235840039
140,20.0,1200.0,0.0,0.8570918155380142,0.8429752066115702,8.153798416999052
141,20.0,1200.0,20.0,0.8626049023680931,0.8484848484848485,165.55538499999966
142,20.0,1200.0,40.0,0.8725894711852336,0.8581267217630854,323.7267663329985
143,20.0,1200.0,60.0,0.8712119413615053,0.8677685950413223,476.3921800839962
144,20.0,1400.0,0.0,0.8708718618315625,0.8663911845730028,9.509942625001713
145,20.0,1400.0,20.0,0.8825799750727045,0.8760330578512396,200.41143637499772
146,20.0,1400.0,40.0,0.8732725977802838,0.8691460055096418,389.62149212499935
147,20.0,1400.0,60.0,0.8787910261736602,0.8732782369146006,563.5359989999997
148,20.0,1600.0,0.0,0.8660519912160961,0.8471074380165289,10.530460875001154
149,20.0,1600.0,20.0,0.8832625081607217,0.8677685950413223,228.34401983399584
150,20.0,1600.0,40.0,0.8860205353433438,0.8774104683195593,425.3864558749992
151,20.0,1600.0,60.0,0.8856709597008725,0.8815426997245179,621.1900483340069
152,20.0,1800.0,0.0,0.85810789957861,0.8099173553719008,10.679955416999292
153,20.0,1800.0,20.0,0.8873945041248739,0.8829201101928374,245.2818259170017
154,20.0,1800.0,40.0,0.8860181613152116,0.8898071625344353,501.8496014580014
155,20.0,1800.0,60.0,0.8832619146536886,0.8815426997245179,729.4648270840044
156,20.0,2000.0,0.0,0.8801679624903554,0.8567493112947658,13.723253833995841
157,20.0,2000.0,20.0,0.893255979583358,0.8829201101928374,285.39354083299986
158,20.0,2000.0,40.0,0.8939391061784082,0.8925619834710744,531.0093975420023
159,20.0,2000.0,60.0,0.8908421864799099,0.8898071625344353,801.0378899169955
